avatar,first_name,last_name,phone,email
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/063.png,Abra,Psychic,25,63
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/064.png,Kadabra,Psychic,40,64
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/065.png,Alakazam,Psychic,55,65
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/066.png,Machop,Fighting,70,66
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/067.png,Machoke,Fighting,80,67
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/068.png,Machamp,Fighting,90,68
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/069.png,Bellsprout,Grass,50,69
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/070.png,Weepinbell,Grass,65,70
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/071.png,Victreebel,Grass,80,71
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/072.png,Tentacool,Water,40,72
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/073.png,Tentacruel,Water,80,73
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/074.png,Geodude,Rock,40,74
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/075.png,Graveler,Rock,55,75
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/076.png,Golem,Rock,80,76
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/077.png,Ponyta,Fire,50,77
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/078.png,Rapidash,Fire,65,78
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/079.png,Slowpoke,Water,90,79
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/080.png,Slowbro,Water,95,80
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/081.png,Magnemite,Electric,25,81
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/082.png,Magneton,Electric,50,82
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/083.png,Farfetch'd,Normal,52,83
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/084.png,Doduo,Normal,35,84
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/085.png,Dodrio,Normal,60,85
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/086.png,Seel,Water,65,86
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/087.png,Dewgong,Water,90,87
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/088.png,Grimer,Poison,80,88
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/089.png,Muk,Poison,105,89
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/090.png,Shellder,Water,30,90
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/091.png,Cloyster,Water,50,91
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/092.png,Gastly,Ghost,30,92
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/093.png,Haunter,Ghost,45,93
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/094.png,Gengar,Ghost,60,94
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/095.png,Onix,Rock,35,95
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/096.png,Drowzee,Psychic,60,96
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/097.png,Hypno,Psychic,85,97
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/098.png,Krabby,Water,30,98
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/099.png,Kingler,Water,55,99
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/100.png,Voltorb,Electric,40,100
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/101.png,Electrode,Electric,60,101
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/102.png,Exeggcute,Grass,60,102
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/103.png,Exeggutor,Grass,95,103
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/104.png,Cubone,Ground,50,104
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/105.png,Marowak,Ground,60,105
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/106.png,Hitmonlee,Fighting,50,106
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/107.png,Hitmonchan,Fighting,50,107
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/108.png,Lickitung,Normal,90,108
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/109.png,Koffing,Poison,40,109
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/110.png,Weezing,Poison,65,110
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/111.png,Rhyhorn,Ground,80,111
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/112.png,Rhydon,Ground,105,112
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/113.png,Chansey,Normal,250,113
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/114.png,Tangela,Grass,65,114
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/115.png,Kangaskhan,Normal,105,115
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/116.png,Horsea,Water,30,116
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/117.png,Seadra,Water,55,117
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/118.png,Goldeen,Water,45,118
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/119.png,Seaking,Water,80,119
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/120.png,Staryu,Water,30,120
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/121.png,Starmie,Water,60,121
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/122.png,Mr. Mime,Psychic,40,122
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/123.png,Scyther,Bug,70,123
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/124.png,Jynx,Ice,65,124
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/125.png,Electabuzz,Electric,65,125
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/126.png,Magmar,Fire,65,126
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/127.png,Pinsir,Bug,65,127
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/128.png,Tauros,Normal,75,128
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/129.png,Magikarp,Water,20,129
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/130.png,Gyarados,Water,95,130
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/131.png,Lapras,Water,130,131
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/132.png,Ditto,Normal,48,132
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/133.png,Eevee,Normal,55,133
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/134.png,Vaporeon,Water,130,134
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/135.png,Jolteon,Electric,65,135
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/136.png,Flareon,Fire,65,136
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/137.png,Porygon,Normal,65,137
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/138.png,Omanyte,Rock,35,138
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/139.png,Omastar,Rock,70,139
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/140.png,Kabuto,Rock,30,140
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/141.png,Kabutops,Rock,60,141
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/142.png,Aerodactyl,Rock,80,142
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/143.png,Snorlax,Normal,160,143
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/144.png,Articuno,Ice,90,144
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png,Zapdos,Electric,90,145
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png,Moltres,Fire,90,146
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png,Dratini,Dragon,41,147
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png,Dragonair,Dragon,61,148
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png,Dragonite,Dragon,91,149
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,Mewtwo,Psychic,106,150
https://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png,Mew,Psychic,100,151
